videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,full_text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,username,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517179521540358929,1750229756,2025-06-18T06:55:56.000Z,next korsel .. plisss bisa yokk,19,FALSE,FALSE,,0,6761668373635892226,snjl25,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7323154675140657154~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eb784be2&x-expires=1755878400&x-signature=Az0Vd5BOc2BisBMIsnvVYuf2kw0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517453294466581255,1750293504,2025-06-19T00:38:24.000Z,pertahankan QRIS pokoknya!!! kita keren banget pokoknya,2,FALSE,FALSE,,0,6553156311876517890,rawicak,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/4c4533b0b4c3d05f73c59fd11e52446e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=64521c21&x-expires=1755878400&x-signature=RB8nXNilGFynoRAaLF7S%2BmVsZvM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517871673762611986,1750390911,2025-06-20T03:41:51.000Z,Minimal ASEAN dulu min abisin,7,FALSE,FALSE,,2,6952666349232292866,changreud,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3a1c944d6c658107c430a40e64819fae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ca78156b&x-expires=1755878400&x-signature=TajQcp9DR2gBYm2RBPM%2B8pyM2%2F8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517202390060696340,1750235082,2025-06-18T08:24:42.000Z,kemarin di Thailand nyoba bisa tp blm smua toko bisa .tp langkah bagus lah jd mudah,35,FALSE,FALSE,,0,7293868406108800008,dhygt1,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2d1b807f66f9ef50d91e51789f686330~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2a9a4530&x-expires=1755878400&x-signature=IEMsP15Uflr8QlZc0cO3%2F%2BE1QiU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517921689945342727,1750402559,2025-06-20T06:55:59.000Z,Aku waktu ke Malaysia selalu bayar pak QRIS. Kurs nya juga ga tinggi kayak nukar uang kertas. Mantap banget sih!,2,FALSE,FALSE,,0,6900185565746381826,_tiwity,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/24a26733bd6b74d9e954ac465266ba0b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cd6a795d&x-expires=1755878400&x-signature=EdBPacJxPJ1%2BXPER9DFMp7XNR6M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517885804653134610,1750394199,2025-06-20T04:36:39.000Z,Qris ini produk indonesia y min?,13,FALSE,FALSE,,4,7221831205300356098,aya_raybith,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/feb68f190b82790d8ce6d666d2ed693a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=379c1ef4&x-expires=1755878400&x-signature=PuS%2FJMDk8YDmgwoEvCF7hSDcZus%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517855701055046418,1750387191,2025-06-20T02:39:51.000Z,sejak ada qris...nga ada lg uang cash d dompetku 😊,30,FALSE,FALSE,,6,7414107376502309894,triana.dewi305,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7a2d1716c893028992f0ac69de9cc0e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3fcacbc5&x-expires=1755878400&x-signature=icSr1KOU1iNUtCgDnXjGa6DjG8E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517201337773163282,1750234832,2025-06-18T08:20:32.000Z,berarti mata uangnya nanti langsung keganti sendiri ya di negara dimana kita pake qris? apakah semua layanan qris udah bisa termasuk ewallet? apa baru bank tertentu aja?,30,FALSE,FALSE,,12,7287122992172991493,madebaiblue,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/4629bf73526f767734f5fe58892c17ec~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1379e1f2&x-expires=1755878400&x-signature=%2FbkHobotT2hEoGKX1fnjYaLCjC8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517189828360061704,1750232154,2025-06-18T07:35:54.000Z,"Gw coba di SG sama Penang , ga semua bisa, kalau di SG hanya bisa yang ada sama NETS, kalau di penang, belum ketemu sama yang bisa 😢",11,FALSE,FALSE,,20,6910128084935984130,badungkaka,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/149c7999dd904337436fcc8ff24379ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=659a6201&x-expires=1755878400&x-signature=CFwKMs8pYea%2FrepbUE4RxeRjwkE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517254786552087314,1750247276,2025-06-18T11:47:56.000Z,kemarin coba bayar pakai Kris di Malaysia tapi gagal terus padahal transaksi internasional sudah diaktifkan 🥹🙏🏻,11,FALSE,FALSE,,26,6907880183513695234,maharanidk_,https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/fdb0f333f8213c78130275191f67f827~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f29c7a52&x-expires=1755878400&x-signature=hKAbzzkhlnIF9aGBSOpisj4zKbg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7519351060273611538,1750735355,2025-06-24T03:22:35.000Z,bangga bgd🥰KEREEEN,3,FALSE,FALSE,,1,6795051757245547521,fikaru1509,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/991f94cd88c154b3f8efcbc6d1fddc5c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5bb3ac61&x-expires=1755878400&x-signature=X%2BuiD7onZwg%2F5sgTh92%2FVET9C9Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517635682556281608,1750335963,2025-06-19T12:26:03.000Z,Yawla udah 2025 masih aja debat kris/kyuris,3,FALSE,FALSE,,0,6818485453399966722,oiryo,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7327001542572113922~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4fad0c98&x-expires=1755878400&x-signature=oc%2FmhwiMpBhUpHrIFBLFQUPrIxc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517464154584793874,1750296029,2025-06-19T01:20:29.000Z,Plis perbanyak hal2 positif kayak gini 🔥🔥🔥🔥🔥🔥🔥,3,FALSE,FALSE,,0,6804037301628290049,kum4kumkum,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/91d05f7a8e435c67f2827b09302d9765~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=06ef94e7&x-expires=1755878400&x-signature=cAIs50I2rf7EZNtnGSfUIYueTu8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517186707146834695,1750231425,2025-06-18T07:23:45.000Z,"Cakep , sebar luaskan sampe ke Jerman",4,FALSE,FALSE,,0,6828475931973338113,maykruger,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2e72df886f14ca2cb13d611d2b69d7f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=29253864&x-expires=1755878400&x-signature=jQ%2FegnSNfjBbDr2EUiTdaiJ828k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7519122947379282695,1750682242,2025-06-23T12:37:22.000Z,"semenjak ada QRIS,ngk harus nyari"" atm😁",2,FALSE,FALSE,,1,7080160866775893019,dinchanayo,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/4b541217fc00f321ed0a80c95c32371a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=219d8d5e&x-expires=1755878400&x-signature=pIy5bf9782kp%2F0YJFcuY9N42gsA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517831382757720840,1750381794,2025-06-20T01:09:54.000Z,QRIS emng mempermudah. Keren BI,2,FALSE,FALSE,,0,6793927846441419777,charnotcar_,https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5e690eee09674a647051e1f5d95cb2e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ad953779&x-expires=1755878400&x-signature=SHURcfhrYhJrwfKiFtPZp3tBcDU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517205284575036178,1750235749,2025-06-18T08:35:49.000Z,akhirnya go internasional🔥,2,FALSE,FALSE,,0,7159371362435302426,nemufoto_,https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/b5c624e7e64a572b6bc307b98e7f77c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e007b062&x-expires=1755878400&x-signature=odNqlHqxpEX9ovGWppBfkdf193I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7519851611335803655,1750851899,2025-06-25T11:44:59.000Z,brarti skrg udh bisa di sg ya min?,2,FALSE,FALSE,,2,6858559799698129922,yvschaa,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/872ecc77bed08068dc769ffd0a998726~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2c467e7d&x-expires=1755878400&x-signature=%2FYKgziLXmqnBWwXwHaHnsvA5D5Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517638777716949778,1750336680,2025-06-19T12:38:00.000Z,"QRIS, I'm Lovin' it😍",2,FALSE,FALSE,,0,7370204522914595845,juliettedejava,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3a3173b1eef7b8f71081f7dd34f4515d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bf4811e1&x-expires=1755878400&x-signature=%2F%2BS0UyvOJyEsjCMPqEsg7ZPBMBI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517238584072635156,1750243505,2025-06-18T10:45:05.000Z,Jepang hadir🇯🇵min gak sabar pake qris belnja dijepang,2,FALSE,FALSE,,1,6900519399640630273,esseball_limitied,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/29f89d3ae37a7941fb37313d713e7d8c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a22277b&x-expires=1755878400&x-signature=5Z7d56xSyfhdp3NaypAC6WBWCzU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517214470168068882,1750237892,2025-06-18T09:11:32.000Z,Disuruh stop sama trump malah jadi2 😭,1703,FALSE,FALSE,,14,6786710120756970498,ocean6727014453121,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/1a43fe1bc8ea5f7ed447286af19e4e8c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=82954b21&x-expires=1755878400&x-signature=KN3bY0aDNUpsLki3KSXBvINIHNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517532648606466834,1750311973,2025-06-19T05:46:13.000Z,Sederhana tp amerika ga suka 😂,29,FALSE,FALSE,,0,7330114068181287942,guesswhobitc,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9659fa472a4a2cf1e52df50df6e373b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3613915c&x-expires=1755878400&x-signature=VGtDvwd4phvpFXy6CiK9n07s65c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517189832411218695,1750232155,2025-06-18T07:35:55.000Z,dibawa cina takut dibobol maling,9,FALSE,FALSE,,0,6922459541640676353,tektoker__,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2c80f683f27babaca066da82b0a4efce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=36dbc05b&x-expires=1755878400&x-signature=EgLcgMJ%2B6nTW98WRqgX990p2PJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517214464370852609,1750237890,2025-06-18T09:11:30.000Z,pernah ngomongnya KRIS tapi diketawain 😭😭😭 trus skrng QYURIS terus pdhal tau kalo salah 😭😭😭,93,FALSE,FALSE,,8,6789327914660873217,aravengersh,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/404a331ad3c4f3c32af2c4aced6b530e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9a8d7b6&x-expires=1755878400&x-signature=pgOvJCfWP4WwP8Pv1h03oc0pl6w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517531744070370055,1750311763,2025-06-19T05:42:43.000Z,"Wihhhhh,,, kereeennn,, next kaya nya di arab yaa",5,FALSE,FALSE,,2,7236217220563796993,galeriraisyamoslem0,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7236217795057778693~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c3771c1&x-expires=1755878400&x-signature=wctzNVozFR%2FF%2F2xhjdYJXuZ2LRs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,https://www.tiktok.com/@bank_indonesia/video/7517103704307272968,7517176022611329793,1750228948,2025-06-18T06:42:28.000Z,ada rencana ekspansi ke USA jg ga min😅,5,FALSE,FALSE,,4,6784940141006914562,itssofidaily,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/ae6f3239106963bd2e0a5dfdc6a7c6a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4bbed837&x-expires=1755878400&x-signature=cf27GJKIL0rD9NJcbj48SxJO1CI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
